run,type,module,name,attrname,attrvalue,value
General-90-20210826-18:27:06-8296,param,,,*.host[*].**.bitrate,10 Mbps,
General-90-20210826-18:27:06-8296,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-90-20210826-18:27:06-8296,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-90-20210826-18:27:06-8296,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-90-20210826-18:27:06-8296,param,,,*.host[*].mobility.initFromDisplayString,false,
General-90-20210826-18:27:06-8296,param,,,*.host[0].mobility.initialX,1400000m,
General-90-20210826-18:27:06-8296,param,,,*.host[0].mobility.initialY,0m,
General-90-20210826-18:27:06-8296,param,,,*.host[0].mobility.initialZ,30000m,
General-90-20210826-18:27:06-8296,param,,,*.host[1].mobility.initialX,0m,
General-90-20210826-18:27:06-8296,param,,,*.host[1].mobility.initialY,0m,
General-90-20210826-18:27:06-8296,param,,,*.host[1].mobility.initialZ,30000m,
General-90-20210826-18:27:06-8296,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-90-20210826-18:27:06-8296,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-90-20210826-18:27:06-8296,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-90-20210826-18:27:06-8296,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-90-20210826-18:27:06-8296,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-90-20210826-18:27:06-8296,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-90-20210826-18:27:06-8296,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-90-20210826-18:27:06-8296,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-90-20210826-18:27:06-8296,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-90-20210826-18:27:06-8296,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-90-20210826-18:27:06-8296,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-90-20210826-18:27:06-8296,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-90-20210826-18:27:06-8296,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-90-20210826-18:27:06-8296,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-84-20210826-18:27:02-768,runattr,,,configname,General,
General-84-20210826-18:27:02-768,runattr,,,datetime,20210826-18:27:02,
General-84-20210826-18:27:02-768,runattr,,,experiment,General,
General-84-20210826-18:27:02-768,runattr,,,inifile,omnetpp.ini,
General-84-20210826-18:27:02-768,runattr,,,iterationvars,$xValues=1100000,
General-84-20210826-18:27:02-768,runattr,,,iterationvarsf,xValues=1100000-,
General-84-20210826-18:27:02-768,runattr,,,measurement,$xValues=1100000,
General-84-20210826-18:27:02-768,runattr,,,network,traceBasedRadioModel,
General-84-20210826-18:27:02-768,runattr,,,processid,768,
General-84-20210826-18:27:02-768,runattr,,,repetition,4,
General-84-20210826-18:27:02-768,runattr,,,replication,#4,
General-84-20210826-18:27:02-768,runattr,,,resultdir,results,
General-84-20210826-18:27:02-768,runattr,,,runnumber,84,
General-84-20210826-18:27:02-768,runattr,,,seedset,84,
General-84-20210826-18:27:02-768,itervar,,,xValues,1100000,
General-84-20210826-18:27:02-768,param,,,*.numHosts,2,
General-84-20210826-18:27:02-768,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-84-20210826-18:27:02-768,param,,,*.host[*].numApps,1,
General-84-20210826-18:27:02-768,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-84-20210826-18:27:02-768,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-84-20210826-18:27:02-768,param,,,*.host[0].app[0].destPort,5000,
General-84-20210826-18:27:02-768,param,,,*.host[0].app[0].messageLength,100B,
General-84-20210826-18:27:02-768,param,,,*.host[0].app[0].sendInterval,1s,
General-84-20210826-18:27:02-768,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-84-20210826-18:27:02-768,param,,,*.host[0].app[0].startTime,0s,
General-84-20210826-18:27:02-768,param,,,*.host[0].app[0].stopTime,10000s,
General-84-20210826-18:27:02-768,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-84-20210826-18:27:02-768,param,,,*.host[1].app[0].localPort,5000,
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].mac.useAck,false,
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-84-20210826-18:27:02-768,param,,,*.host[*].**.bitrate,10 Mbps,
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-84-20210826-18:27:02-768,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-84-20210826-18:27:02-768,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-84-20210826-18:27:02-768,param,,,*.host[*].mobility.initFromDisplayString,false,
General-84-20210826-18:27:02-768,param,,,*.host[0].mobility.initialX,1100000m,
General-84-20210826-18:27:02-768,param,,,*.host[0].mobility.initialY,0m,
General-84-20210826-18:27:02-768,param,,,*.host[0].mobility.initialZ,30000m,
General-84-20210826-18:27:02-768,param,,,*.host[1].mobility.initialX,0m,
General-84-20210826-18:27:02-768,param,,,*.host[1].mobility.initialY,0m,
General-84-20210826-18:27:02-768,param,,,*.host[1].mobility.initialZ,30000m,
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-84-20210826-18:27:02-768,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-84-20210826-18:27:02-768,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-82-20210826-18:27:00-13964,runattr,,,configname,General,
General-82-20210826-18:27:00-13964,runattr,,,datetime,20210826-18:27:00,
General-82-20210826-18:27:00-13964,runattr,,,experiment,General,
General-82-20210826-18:27:00-13964,runattr,,,inifile,omnetpp.ini,
General-82-20210826-18:27:00-13964,runattr,,,iterationvars,$xValues=1100000,
General-82-20210826-18:27:00-13964,runattr,,,iterationvarsf,xValues=1100000-,
General-82-20210826-18:27:00-13964,runattr,,,measurement,$xValues=1100000,
General-82-20210826-18:27:00-13964,runattr,,,network,traceBasedRadioModel,
General-82-20210826-18:27:00-13964,runattr,,,processid,13964,
General-82-20210826-18:27:00-13964,runattr,,,repetition,2,
General-82-20210826-18:27:00-13964,runattr,,,replication,#2,
General-82-20210826-18:27:00-13964,runattr,,,resultdir,results,
General-82-20210826-18:27:00-13964,runattr,,,runnumber,82,
General-82-20210826-18:27:00-13964,runattr,,,seedset,82,
General-82-20210826-18:27:00-13964,itervar,,,xValues,1100000,
General-82-20210826-18:27:00-13964,param,,,*.numHosts,2,
General-82-20210826-18:27:00-13964,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-82-20210826-18:27:00-13964,param,,,*.host[*].numApps,1,
General-82-20210826-18:27:00-13964,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-82-20210826-18:27:00-13964,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-82-20210826-18:27:00-13964,param,,,*.host[0].app[0].destPort,5000,
General-82-20210826-18:27:00-13964,param,,,*.host[0].app[0].messageLength,100B,
General-82-20210826-18:27:00-13964,param,,,*.host[0].app[0].sendInterval,1s,
General-82-20210826-18:27:00-13964,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-82-20210826-18:27:00-13964,param,,,*.host[0].app[0].startTime,0s,
General-82-20210826-18:27:00-13964,param,,,*.host[0].app[0].stopTime,10000s,
General-82-20210826-18:27:00-13964,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-82-20210826-18:27:00-13964,param,,,*.host[1].app[0].localPort,5000,
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].mac.useAck,false,
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-82-20210826-18:27:00-13964,param,,,*.host[*].**.bitrate,10 Mbps,
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-82-20210826-18:27:00-13964,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-82-20210826-18:27:00-13964,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-82-20210826-18:27:00-13964,param,,,*.host[*].mobility.initFromDisplayString,false,
General-82-20210826-18:27:00-13964,param,,,*.host[0].mobility.initialX,1100000m,
General-82-20210826-18:27:00-13964,param,,,*.host[0].mobility.initialY,0m,
General-82-20210826-18:27:00-13964,param,,,*.host[0].mobility.initialZ,30000m,
General-82-20210826-18:27:00-13964,param,,,*.host[1].mobility.initialX,0m,
General-82-20210826-18:27:00-13964,param,,,*.host[1].mobility.initialY,0m,
General-82-20210826-18:27:00-13964,param,,,*.host[1].mobility.initialZ,30000m,
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-82-20210826-18:27:00-13964,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-82-20210826-18:27:00-13964,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-83-20210826-18:27:00-1332,runattr,,,configname,General,
General-83-20210826-18:27:00-1332,runattr,,,datetime,20210826-18:27:00,
General-83-20210826-18:27:00-1332,runattr,,,experiment,General,
General-83-20210826-18:27:00-1332,runattr,,,inifile,omnetpp.ini,
General-83-20210826-18:27:00-1332,runattr,,,iterationvars,$xValues=1100000,
General-83-20210826-18:27:00-1332,runattr,,,iterationvarsf,xValues=1100000-,
General-83-20210826-18:27:00-1332,runattr,,,measurement,$xValues=1100000,
General-83-20210826-18:27:00-1332,runattr,,,network,traceBasedRadioModel,
General-83-20210826-18:27:00-1332,runattr,,,processid,1332,
General-83-20210826-18:27:00-1332,runattr,,,repetition,3,
General-83-20210826-18:27:00-1332,runattr,,,replication,#3,
General-83-20210826-18:27:00-1332,runattr,,,resultdir,results,
General-83-20210826-18:27:00-1332,runattr,,,runnumber,83,
General-83-20210826-18:27:00-1332,runattr,,,seedset,83,
General-83-20210826-18:27:00-1332,itervar,,,xValues,1100000,
General-83-20210826-18:27:00-1332,param,,,*.numHosts,2,
General-83-20210826-18:27:00-1332,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-83-20210826-18:27:00-1332,param,,,*.host[*].numApps,1,
General-83-20210826-18:27:00-1332,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-83-20210826-18:27:00-1332,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-83-20210826-18:27:00-1332,param,,,*.host[0].app[0].destPort,5000,
General-83-20210826-18:27:00-1332,param,,,*.host[0].app[0].messageLength,100B,
General-83-20210826-18:27:00-1332,param,,,*.host[0].app[0].sendInterval,1s,
General-83-20210826-18:27:00-1332,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-83-20210826-18:27:00-1332,param,,,*.host[0].app[0].startTime,0s,
General-83-20210826-18:27:00-1332,param,,,*.host[0].app[0].stopTime,10000s,
General-83-20210826-18:27:00-1332,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-83-20210826-18:27:00-1332,param,,,*.host[1].app[0].localPort,5000,
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].mac.useAck,false,
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-83-20210826-18:27:00-1332,param,,,*.host[*].**.bitrate,10 Mbps,
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-83-20210826-18:27:00-1332,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-83-20210826-18:27:00-1332,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-83-20210826-18:27:00-1332,param,,,*.host[*].mobility.initFromDisplayString,false,
General-83-20210826-18:27:00-1332,param,,,*.host[0].mobility.initialX,1100000m,
General-83-20210826-18:27:00-1332,param,,,*.host[0].mobility.initialY,0m,
General-83-20210826-18:27:00-1332,param,,,*.host[0].mobility.initialZ,30000m,
General-83-20210826-18:27:00-1332,param,,,*.host[1].mobility.initialX,0m,
General-83-20210826-18:27:00-1332,param,,,*.host[1].mobility.initialY,0m,
General-83-20210826-18:27:00-1332,param,,,*.host[1].mobility.initialZ,30000m,
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-83-20210826-18:27:00-1332,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-83-20210826-18:27:00-1332,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-91-20210826-18:27:06-19436,runattr,,,configname,General,
General-91-20210826-18:27:06-19436,runattr,,,datetime,20210826-18:27:06,
General-91-20210826-18:27:06-19436,runattr,,,experiment,General,
General-91-20210826-18:27:06-19436,runattr,,,inifile,omnetpp.ini,
General-91-20210826-18:27:06-19436,runattr,,,iterationvars,$xValues=1400000,
General-91-20210826-18:27:06-19436,runattr,,,iterationvarsf,xValues=1400000-,
General-91-20210826-18:27:06-19436,runattr,,,measurement,$xValues=1400000,
General-91-20210826-18:27:06-19436,runattr,,,network,traceBasedRadioModel,
General-91-20210826-18:27:06-19436,runattr,,,processid,19436,
General-91-20210826-18:27:06-19436,runattr,,,repetition,1,
General-91-20210826-18:27:06-19436,runattr,,,replication,#1,
General-91-20210826-18:27:06-19436,runattr,,,resultdir,results,
General-91-20210826-18:27:06-19436,runattr,,,runnumber,91,
General-91-20210826-18:27:06-19436,runattr,,,seedset,91,
General-91-20210826-18:27:06-19436,itervar,,,xValues,1400000,
General-91-20210826-18:27:06-19436,param,,,*.numHosts,2,
General-91-20210826-18:27:06-19436,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-91-20210826-18:27:06-19436,param,,,*.host[*].numApps,1,
General-91-20210826-18:27:06-19436,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-91-20210826-18:27:06-19436,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-91-20210826-18:27:06-19436,param,,,*.host[0].app[0].destPort,5000,
General-91-20210826-18:27:06-19436,param,,,*.host[0].app[0].messageLength,100B,
General-91-20210826-18:27:06-19436,param,,,*.host[0].app[0].sendInterval,1s,
General-91-20210826-18:27:06-19436,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-91-20210826-18:27:06-19436,param,,,*.host[0].app[0].startTime,0s,
